item_id,language,name,nb_views,created_at,Difficulty,Theme,duration,type
750,en,Create a chart,53,2016,Beginner,Produce,52,tutorial
751,en,"Create pie, bar, and line charts",63,2016,Beginner,Produce,193,tutorial
752,en,Customize charts,71,2016,Beginner,Produce,268,tutorial
753,en,Create a combo chart,137,2016,Beginner,Produce,107,tutorial
754,en,Copy a chart,63,2016,Beginner,Produce,179,tutorial
755,en,Top tips for working in Excel Online,92,2016,Beginner,Discover,215,tutorial
756,en,Three ways to add numbers in Excel Online,55,2016,Beginner,Produce,195,tutorial
757,en,Cell references,83,2016,Beginner,Produce,94,tutorial
758,en,Copying formulas,92,2016,Beginner,Produce,180,tutorial
759,en,AutoFill and Flash Fill,67,2016,Beginner,Produce,96,tutorial
760,en,AutoFill,127,2016,Beginner,Produce,175,tutorial
761,en,Flash Fill,97,2016,Intermediate,Produce,179,tutorial
762,en,Add time,60,2016,Intermediate,Produce,205,tutorial
763,en,Subtract time,78,2016,Intermediate,Produce,238,tutorial
764,en,Insert headers and footers,79,2016,Intermediate,Produce,122,tutorial
765,en,Page numbers in depth,48,2016,Intermediate,Produce,186,tutorial
766,en,Header and footer details,67,2016,Intermediate,Produce,221,tutorial
767,en,Freeze or lock panes,68,2016,Intermediate,Produce,66,tutorial
768,en,Freeze panes in detail,100,2016,Beginner,Produce,210,tutorial
769,en,Get going fast,107,2016,Beginner,Discover,98,tutorial
770,en,A first look at Excel 2016,97,2016,Beginner,Discover,202,tutorial
771,en,How things are organized,56,2016,Beginner,Discover,118,tutorial
772,en,A closer look at the ribbon,54,2016,Beginner,Discover,235,tutorial
773,en,"Save, publish, and share",65,2016,Beginner,Share,142,tutorial
774,en,Sort and filter data,70,2016,Intermediate,Produce,98,tutorial
775,en,Sort details,88,2016,Intermediate,Produce,286,tutorial
776,en,AutoFilter details,49,2016,Intermediate,Produce,207,tutorial
777,en,Advanced filter details,54,2016,Advanced,Produce,253,tutorial
778,en,Drop-down lists,58,2016,Intermediate,Produce,55,tutorial
779,en,Drop-down list settings,64,2016,Intermediate,Produce,254,tutorial
780,en,Input and error messages,71,2016,Intermediate,Produce,172,tutorial
781,en,Manage drop-down lists,58,2016,Intermediate,Produce,372,tutorial
782,en,Take conditional formatting to the next level,54,2016,Advanced,Produce,217,tutorial
783,en,Use formulas to apply conditional formatting,67,2016,Advanced,Produce,260,tutorial
784,en,Manage conditional formatting,74,2016,Intermediate,Produce,270,tutorial
785,en,Use conditional formatting,59,2016,Intermediate,Produce,122,tutorial
786,en,Conditionally format dates,26,2016,Intermediate,Produce,158,tutorial
787,en,Conditionally format text,65,2016,Intermediate,Produce,132,tutorial
788,en,Copy and remove conditional formatting,65,2016,Intermediate,Produce,71,tutorial
789,en,VLOOKUP: How and when to use it,93,2016,Advanced,Produce,158,tutorial
790,en,The nuts and bolts of VLOOKUP,101,2016,Advanced,Produce,185,tutorial
791,en,Look up values on a different worksheet,69,2016,Advanced,Produce,159,tutorial
792,en,Copy a VLOOKUP formula,85,2016,Advanced,Produce,207,tutorial
793,en,Advanced IF functions,64,2016,Intermediate,Produce,202,tutorial
794,en,Nested IF functions,39,2016,Intermediate,Produce,210,tutorial
795,en,IF with AND and OR,49,2016,Advanced,Produce,215,tutorial
796,en,COUNTIFS and SUMIFS,72,2016,Advanced,Produce,330,tutorial
797,en,AVERAGEIFS and IFERROR,42,2016,Advanced,Produce,285,tutorial
798,en,Start using Excel,65,2016,Beginner,Discover,262,tutorial
799,en,Save and print an Excel workbook,79,2016,Beginner,Discover,113,tutorial
800,en,Insert columns and rows,54,2016,Beginner,Produce,256,tutorial
801,en,Add formulas and references,148,2016,Beginner,Produce,172,tutorial
802,en,Advanced formulas and references,86,2016,Beginner,Produce,246,tutorial
803,en,Password protect workbooks and worksheets,63,2016,Beginner,Produce,147,tutorial
804,en,Password protect workbooks and worksheets in detail,61,2016,Beginner,Produce,360,tutorial
805,en,Print worksheets and workbooks,48,2016,Beginner,Produce,67,tutorial
806,en,More print options,52,2016,Beginner,Produce,359,tutorial
807,en,Print a worksheet on a specific number of pages,62,2016,Beginner,Produce,274,tutorial
808,en,"Print headings, gridlines, formulas, and more",81,2016,Beginner,Produce,269,tutorial
809,en,Work with macros,61,2016,Intermediate,Produce,280,tutorial
810,en,Edit a macro,44,2016,Advanced,Produce,209,tutorial
811,en,Save your macro,98,2016,Advanced,Produce,179,tutorial
812,en,Assign a button to a macro,137,2016,Advanced,Produce,169,tutorial
813,en,Do things quickly with Tell Me,98,2016,Beginner,Discover,49,tutorial
814,en,Simpler sharing,39,2016,Beginner,Share,85,tutorial
815,en,Work together on the same document,77,2016,Beginner,Collaboration,67,tutorial
816,en,Improved version history,62,2016,Beginner,Analysis,51,tutorial
817,en,Screen recording,46,2016,Intermediate,Produce,49,tutorial
818,en,New chart types,55,2016,Intermediate,Produce,39,tutorial
819,en,Ink Equation,54,2016,Advanced,Produce,40,tutorial
820,en,Apply and change a theme,32,2016,Intermediate,Produce,313,tutorial
821,en,Change the theme background,49,2016,Intermediate,Produce,338,tutorial
822,en,Customize colors and save the theme,46,2016,Intermediate,Produce,285,tutorial
823,en,Start using PowerPoint,30,2016,Beginner,Produce,126,tutorial
824,en,Save a PowerPoint presentation,39,2016,Beginner,Discover,115,tutorial
825,en,Insert items in a presentation,43,2016,Beginner,Produce,158,tutorial
826,en,Finalize and review a presentation,67,2016,Beginner,Produce,122,tutorial
827,en,Prepare and run your presentation,49,2016,Beginner,Produce,88,tutorial
828,en,"Print slides, notes, or handouts",95,2016,Intermediate,Produce,168,tutorial
829,en,Prepare a basic handout,27,2016,Intermediate,Produce,270,tutorial
830,en,Edit headers and footers for handouts,41,2016,Intermediate,Produce,163,tutorial
831,en,Print Notes Pages as handouts,54,2016,Intermediate,Produce,195,tutorial
832,en,Print handouts,69,2016,Intermediate,Produce,272,tutorial
833,en,Work with handout masters,38,2016,Intermediate,Produce,274,tutorial
834,en,Use Presenter view,68,2016,Beginner,Communicate,119,tutorial
835,en,Set up your presentation,41,2016,Beginner,Customize,105,tutorial
836,en,Deliver your presentation,30,2016,Beginner,Communicate,195,tutorial
837,en,Backgrounds in PowerPoint: First Steps,38,2016,Intermediate,Produce,200,tutorial
838,en,90 seconds about PowerPoint Slide Masters,36,2016,Advanced,Produce,77,tutorial
839,en,Picture backgrounds: Two methods,23,2016,Advanced,Produce,298,tutorial
840,en,Removing backgrounds in PowerPoint,40,2016,Advanced,Produce,165,tutorial
841,en,Get going fast,37,2016,Beginner,Discover,114,tutorial
842,en,A first look at PowerPoint 2016,38,2016,Beginner,Discover,258,tutorial
843,en,How things are organized,25,2016,Beginner,Discover,124,tutorial
844,en,A closer look at the ribbon,33,2016,Beginner,Discover,260,tutorial
845,en,"Save, publish, and share",21,2016,Beginner,Organize,144,tutorial
846,en,Working with watermarks,247,2016,Beginner,Organize,229,tutorial
847,en,Add a picture watermark,88,2016,Advanced,Produce,276,tutorial
848,en,Remove a watermark,88,2016,Advanced,Produce,140,tutorial
849,en,Design motion paths,39,2016,Advanced,Produce,150,tutorial
850,en,Work with a motion path,35,2016,Advanced,Produce,170,tutorial
851,en,Combine a path with other effects,63,2016,Advanced,Produce,289,tutorial
852,en,Create a sequence with line paths,37,2016,Advanced,Produce,402,tutorial
853,en,Apply paths to layered pictures,44,2016,Advanced,Produce,328,tutorial
854,en,Use slide masters to customize a presentation,71,2016,Intermediate,Produce,187,tutorial
855,en,Customize the slide master,81,2016,Intermediate,Produce,278,tutorial
856,en,Customize master layouts,22,2016,Intermediate,Produce,297,tutorial
857,en,Create a new slide master and layouts,66,2016,Intermediate,Produce,313,tutorial
858,en,Add a sound effect to a transition,47,2016,Advanced,Produce,225,tutorial
859,en,Add bullets to text,30,2016,Beginner,Produce,144,tutorial
860,en,"Change font size, line spacing, and indentation",359,2016,Intermediate,Produce,309,tutorial
861,en,Change list formatting on the slide master,281,2016,Intermediate,Produce,322,tutorial
862,en,Add headers and footers to a presentation,38,2016,Intermediate,Produce,170,tutorial
863,en,Add headers and footers to slides,35,2016,Beginner,Produce,232,tutorial
864,en,Edit headers and footers on the slide master,98,2016,Beginner,Produce,296,tutorial
865,en,Add sound effects to an animation,108,2016,Advanced,Produce,269,tutorial
866,en,"Animate pictures, shapes, text, and other objects",79,2016,Beginner,Produce,242,tutorial
867,en,Animate text,38,2016,Beginner,Produce,254,tutorial
868,en,Animate pictures and shapes,42,2016,Beginner,Produce,257,tutorial
869,en,Animate charts and SmartArt,57,2016,Intermediate,Produce,216,tutorial
870,en,Create custom animations with motion paths,61,2016,Advanced,Produce,219,tutorial
871,en,Trigger an animation effect,61,2016,Advanced,Produce,149,tutorial
872,en,"Trigger multiple effects, including sound",53,2016,Advanced,Produce,223,tutorial
873,en,Trigger a video,63,2016,Intermediate,Produce,246,tutorial
874,en,Trigger text to play over a video,317,2016,Intermediate,Produce,178,tutorial
875,en,Create a flow chart,87,2016,Intermediate,Produce,207,tutorial
876,en,Draw and format flow chart shapes,59,2016,Advanced,Produce,255,tutorial
877,en,Align flow chart shapes and add connectors,87,2016,Advanced,Produce,288,tutorial
878,en,Create an org chart,114,2016,Intermediate,Produce,189,tutorial
879,en,Build an org chart using the text pane,80,2016,Advanced,Produce,240,tutorial
880,en,Build an org chart using SmartArt Tools,36,2016,Intermediate,Produce,309,tutorial
881,en,Create a template from a presentation,85,2016,Advanced,Produce,189,tutorial
882,en,Customize the design and layouts,51,2016,Advanced,Produce,306,tutorial
883,en,Create slide content and save the template,40,2016,Advanced,Produce,290,tutorial
886,en,How to collaborate: work together or assign parts,233,2016,Beginner,Produce,1821,webcast
887,en,How to search: find what you need,169,2016,Beginner,Produce,1962,webcast
888,en,How to produce: finalize reports remotely with your team,152,2016,Beginner,Produce,1744,webcast
889,en,Messaging tools and solutions,112,2016,Beginner,Produce,1472,webcast
890,en,Office productivity tools,117,2016,Beginner,Produce,1257,webcast
891,en,Social networking tools,80,2016,Beginner,Produce,1467,webcast
892,en,Collaborative and storage tools,110,2016,Beginner,Produce,1460,webcast
894,en,Office 2016 - new features and enhancements,194,2016,Beginner,Produce,2113,webcast
895,en,What's new in Outlook 2016,144,2016,Beginner,Produce,908,webcast
896,en,Outlook 2016 - Discover the calendar and tasks,129,2016,Beginner,Produce,1660,webcast
897,en,Outlook 2016 - share and collaborate quickly,217,2016,Beginner,Produce,1273,webcast
899,en,Excel 2016 - Quickly enhance your results,22,2016,Beginner,Produce,706,webcast
900,en,Get Started Excel 2016 - Easily Create Data Synthesis,33,2016,Beginner,Produce,783,webcast
901,en,Word 2016 - Introduction to word processing,153,2016,Beginner,Produce,1757,webcast
902,en,Word 2016 - Discover DTP with word,25,2016,Beginner,Produce,1326,webcast
911,en,Organize your next team meeting,803,2016,Beginner,Produce,159,use_case
913,en,Collaborating on a document without confusing the different versions,517,2016,Beginner,Collaboration,164,use_case
918,en,How to retrieve a document that you forgot to bring along with you,413,2016,Beginner,Collaboration,158,use_case
919,en,Managing personal and work-related agendas at work,301,2016,Beginner,Collaboration,183,use_case
920,en,Including a remote participant in a meeting,205,2016,Beginner,Collaboration,117,use_case
921,en,Discreetly obtaining information while you are in a meeting,148,2016,Beginner,Collaboration,116,use_case
924,en,Consulting your colleagues calendar,128,2016,Beginner,Collaboration,146,use_case
925,en,Sending/sharing a large file to/with a contact,528,2016,Beginner,Share,133,use_case
927,en,How to join a group in Yammer,169,2016,Beginner,Collaboration,190,use_case
928,en,Discussing and collaborating in a Yammer group,246,2016,Beginner,Collaboration,218,use_case
929,en,How to create a working and discussion group in Yammer,207,2016,Beginner,Collaboration,203,use_case
930,en,Sharing contacts,153,2016,Beginner,Share,193,use_case
932,en,Finding a suitable document template,84,2016,Beginner,Produce,137,use_case
933,en,Comparing a document that was edited by someone else,79,2016,Beginner,Produce,199,use_case
934,en,Setting up Automatic Replies (Out of Office) in Outlook,73,2016,Beginner,Communicate,159,use_case
935,en,Sharing a file from a smartphone,263,2016,Beginner,Share,148,use_case
936,en,Access your notes from your phone,115,2016,Beginner,Share,171,use_case
937,en,Using Excel on a phone,56,2016,Beginner,Share,227,use_case
938,en,My email templates in Webmail,364,2016,Beginner,Produce,113,use_case
939,en,Accessing Office from 5 Different Terminals,447,2016,Beginner,Produce,156,use_case
940,en,One location for your documents,467,2016,Beginner,Share,173,use_case
941,en,Getting an overall view of activity on project files and documents,113,2016,Beginner,Share,182,use_case
1923,en,Stay updated on labour law,102,2017,Beginner,Share,213,use_case
1924,en,Manage workshop retreats about training,71,2017,Beginner,Share,181,use_case
1925,en,Coordinate a recruitment,115,2017,Beginner,Discover,194,use_case
1926,en,Lead a market study,82,2017,Beginner,Discover,223,use_case
1927,en,Prepare big events,103,2017,Beginner,Organize,197,use_case
1928,en,A marketing plan within a short period of time,398,2017,Beginner,Share,194,use_case
1929,en,Write a document at the last minute,217,2017,Beginner,Share,153,use_case
1930,en,Work efficiently in delegation and communication,115,2017,Beginner,Share,173,use_case
1931,en,Format documents quickly,81,2017,Beginner,Share,175,use_case
1933,en,Finalise and present your financial closing,57,2017,Beginner,Share,171,use_case
1934,en,Collect data easily,123,2017,Beginner,Analysis,156,use_case
1935,en,Organise meetings for new projects,323,2017,Beginner,Organize,168,use_case
1936,en,Follow the lifetime of a project,168,2017,Beginner,Organize,114,use_case
1937,en,Be reactive to changes,380,2017,Beginner,Organize,129,use_case
1939,en,Uses by job role: Human resources,26,2017,Beginner,Organize,2761,webcast
1941,en,Uses by job role: Assistant(s),78,2017,Beginner,Organize,2380,webcast
1942,en,Uses by job role: Marketing and communication,20,2017,Beginner,Organize,2646,webcast
1944,en,Groups - Be more efficient with group working,17,2017,Beginner,Organize,1618,webcast
1946,en,Outlook 2016 - Optimize your organization,13,2017,Beginner,Organize,1253,webcast
1947,en,Planner - Follow the tasks of his team on a daily basis,30,2017,Beginner,Organize,1387,webcast
1948,en,PowerPoint - Save time with themes and templates,11,2017,Beginner,Organize,1338,webcast
1950,en,OneNote 2016 - Discover the notes tool,14,2017,Beginner,Organize,1677,webcast
1951,en,Skype for business - Advanced users,116,2017,Beginner,Organize,1797,webcast
3310,en,Downloading and installing,86,2017,Beginner,Organize,94,tutorial
3311,en,Achieving a first date proposal,79,2017,Beginner,Organize,261,tutorial
3312,en,Responding to an invitation,92,2017,Beginner,Organize,85,tutorial
3313,en,Customising default options,109,2017,Intermediate,Organize,208,tutorial
3374,en,Organizing a teammates tasks,801,2017,Beginner,Organize,293,use_case
4403,en,Starting with planner,137,2017,Beginner,Discover,268,tutorial
4404,en,Creating compartments to organise tasks,50,2017,Beginner,Organize,405,tutorial
4405,en,Enrich tasks content,49,2017,Beginner,Organize,348,tutorial
4406,en,Displaying the progress of your plan,41,2017,Beginner,Organize,257,tutorial
4407,en,Advanced tasks,27,2017,Intermediate,Organize,198,tutorial
4408,en,"Deleting a task, a compartment or a plan",36,2017,Intermediate,Organize,205,tutorial
4409,en,Planner and transverse applications,44,2017,Intermediate,Organize,283,tutorial
4410,en,Introduction,50,2017,Beginner,Discover,181,tutorial
4411,en,Making a call,61,2017,Beginner,Communicate,162,tutorial
4412,en,Receiving and managing a call,29,2017,Beginner,Communicate,160,tutorial
4413,en,Managing two calls,24,2017,Beginner,Communicate,114,tutorial
4414,en,Transferring a call,29,2017,Beginner,Communicate,240,tutorial
4415,en,Conference call,50,2017,Beginner,Communicate,134,tutorial
4416,en,Forwarding your calls,24,2017,Intermediate,Communicate,231,tutorial
4417,en,Following up missed calls,22,2017,Intermediate,Communicate,284,tutorial
4418,en,Discovering the interface,141,2017,Intermediate,Organize,291,tutorial
4419,en,Creating a project,60,2017,Intermediate,Organize,229,tutorial
4420,en,Customising the interface,36,2017,Intermediate,Organize,190,tutorial
4421,en,Creating the project tasks,131,2017,Intermediate,Organize,318,tutorial
4422,en,Creating a group,92,2017,Beginner,Collaboration,158,tutorial
4423,en,Having a conversation within a group,83,2017,Beginner,Collaboration,201,tutorial
4424,en,Accessing applications from a group,83,2017,Beginner,Collaboration,119,tutorial
7104,en,Introducing Skype for Business,193,2017,Beginner,Discover,99,tutorial
7105,en,Managing contacts,77,2017,Beginner,Organize,86,tutorial
7106,en,Creating contact groups,80,2017,Beginner,Organize,69,tutorial
7107,en,Using the business card,79,2017,Beginner,Communicate,59,tutorial
7108,en,Defining or changing your presence and availability,63,2017,Beginner,Customize,77,tutorial
7109,en,Checking someone's availability,47,2017,Beginner,Communicate,58,tutorial
7110,en,Sending an instant message to one or more contacts or to a group,75,2017,Beginner,Communicate,124,tutorial
7111,en,Sending and receiving audio or video calls,76,2017,Beginner,Communicate,97,tutorial
7112,en,Setting up a Skype meeting in Outlook,72,2017,Intermediate,Communicate,135,tutorial
7113,en,Attend a meeting,66,2017,Beginner,Communicate,93,tutorial
7114,en,Manage meeting attendees,48,2017,Intermediate,Customize,121,tutorial
7115,en,Presenting a PowerPoint file,50,2017,Intermediate,Communicate,107,tutorial
7116,en,Presenting a program,43,2017,Intermediate,Communicate,82,tutorial
7117,en,Presenting the desktop,73,2017,Intermediate,Communicate,53,tutorial
7118,en,Sharing an interactive whiteboard,85,2017,Intermediate,Communicate,85,tutorial
7119,en,Transferring files,43,2017,Intermediate,Communicate,99,tutorial
7120,en,Changing your photo,59,2017,Beginner,Customize,40,tutorial
7121,en,Configuring your conversation history,72,2017,Intermediate,Customize,81,tutorial
7122,en,Configuring Skype for Business audio and video settings and other options,67,2017,Intermediate,Customize,134,tutorial
7626,en,Discovering the Outlook 2016 interface,404,2017,Beginner,Communicate,174,tutorial
7627,en,Ribbon preview,153,2017,Beginner,Communicate,175,tutorial
7628,en,Manage displays,137,2017,Beginner,Communicate,146,tutorial
7629,en,Create an e-mail message,105,2017,Beginner,Communicate,166,tutorial
7630,en,Process a received message,77,2017,Beginner,Communicate,122,tutorial
7631,en,"Attach a message, a contact, a file, or a task",61,2017,Beginner,Communicate,142,tutorial
7632,en,"Insert elements into the mails (table, graphic, images)",112,2017,Beginner,Communicate,176,tutorial
7633,en,Creating a draft,66,2017,Beginner,Communicate,84,tutorial
7634,en,Creating an e-mail template,70,2017,Intermediate,Communicate,76,tutorial
7635,en,Printing messages,67,2017,Beginner,Communicate,70,tutorial
7636,en,Saving a message,47,2017,Beginner,Communicate,103,tutorial
7637,en,Sending automatic replies,56,2017,Intermediate,Communicate,123,tutorial
7638,en,The Bcc field in detail,74,2017,Intermediate,Communicate,114,tutorial
7639,en,Organizing in folders,90,2017,Beginner,Communicate,156,tutorial
7640,en,Sorting & searching,78,2017,Beginner,Communicate,170,tutorial
7641,en,Using categories,57,2017,Beginner,Communicate,135,tutorial
7642,en,Using conversation mode,66,2017,Intermediate,Communicate,85,tutorial
7643,en,Organizing your messages using rules,85,2017,Intermediate,Communicate,174,tutorial
7644,en,Junk email,77,2017,Beginner,Communicate,136,tutorial
7645,en,Cleaning your inbox,85,2017,Beginner,Communicate,159,tutorial
7646,en,Create and add a signature to messages,84,2017,Intermediate,Communicate,81,tutorial
7647,en,Change the default font for your emails,69,2017,Intermediate,Communicate,69,tutorial
7648,en,Manage new message notifications,52,2017,Intermediate,Communicate,102,tutorial
7649,en,Create a task from a message,75,2017,Intermediate,Communicate,134,tutorial
7650,en,Recover deleted items,91,2017,Intermediate,Communicate,103,tutorial
7651,en,Recall or replace an e-mail you sent,100,2017,Intermediate,Communicate,85,tutorial
7652,en,Delay or schedule e-mail sending,64,2017,Intermediate,Communicate,134,tutorial
7653,en,Conduct surveys,91,2017,Intermediate,Communicate,98,tutorial
7654,en,Request a read receipt or confirmation of delivery,89,2017,Intermediate,Communicate,138,tutorial
7655,en,Presentation and discovery of the calendar,65,2017,Beginner,Communicate,86,tutorial
7656,en,Edit and customize views,65,2017,Beginner,Communicate,84,tutorial
7657,en,Create an appointment,50,2017,Beginner,Communicate,116,tutorial
7658,en,Schedule a meeting,90,2017,Beginner,Communicate,110,tutorial
7659,en,Manage recurring appointments,57,2017,Intermediate,Communicate,132,tutorial
7660,en,Schedule an online Skype meeting,79,2017,Beginner,Communicate,135,tutorial
7661,en,Respond to a meeting,84,2017,Beginner,Communicate,48,tutorial
7662,en,Set or remove reminders,76,2017,Intermediate,Communicate,59,tutorial
7663,en,"Edit or delete an appointment, meeting or event",56,2017,Intermediate,Communicate,71,tutorial
7664,en,Using the Scheduling Assistant,60,2017,Intermediate,Communicate,67,tutorial
7665,en,Sharing the calendar,70,2017,Intermediate,Communicate,131,tutorial
7666,en,Open a shared calendar,59,2017,Intermediate,Communicate,90,tutorial
7667,en,Publish the calendar,98,2017,Intermediate,Communicate,80,tutorial
7668,en,Show other people's calendar,46,2017,Intermediate,Communicate,52,tutorial
7669,en,Calendar delegation,85,2017,Intermediate,Communicate,88,tutorial
7670,en,Presentation and discovery of contacts,55,2017,Beginner,Communicate,69,tutorial
7671,en,Create a contact & add and use contacts,58,2017,Beginner,Communicate,156,tutorial
7672,en,Import contacts into Outlook,75,2017,Intermediate,Communicate,112,tutorial
7673,en,Export contacts from Outlook,82,2017,Intermediate,Communicate,69,tutorial
7674,en,Create a contact group & Communicate through contact groups (distribution list),88,2017,Intermediate,Communicate,202,tutorial
7675,en,Presentation of the task module,70,2017,Beginner,Communicate,211,tutorial
7676,en,Create a task and create a recurring task,55,2017,Beginner,Communicate,150,tutorial
7677,en,Assigning a task,58,2017,Intermediate,Communicate,73,tutorial
7678,en,Introducing Office 365 Groups,63,2017,Beginner,Collaboration,89,tutorial
7679,en,Remove a member from a group,46,2017,Intermediate,Organize,29,tutorial
7680,en,Create a meeting in the group calendar,73,2017,Intermediate,Organize,72,tutorial
7828,en,Joining Teams,106,2017,Beginner,Communicate,211,use_case
7829,en,Teams and channels,171,2017,Beginner,Communicate,220,use_case
12653,en,Get going fast,68,2017,Beginner,Produce,104,tutorial
12654,en,A first look at Word 2016,51,2017,Beginner,Produce,196,tutorial
12655,en,How things are organized,34,2017,Beginner,Produce,120,tutorial
12656,en,A closer look at the ribbon,39,2017,Beginner,Produce,234,tutorial
12657,en,"Save, export and share",33,2017,Beginner,Produce,128,tutorial
12658,en,Faster shape formatting and new and modern chart types,53,2017,Beginner,Produce,64,tutorial
12659,en,Do things quickly with Tell Me,53,2017,Beginner,Produce,64,tutorial
12660,en,Copy & Paste,48,2017,Beginner,Produce,189,tutorial
12661,en,Insights into what you're working on,50,2017,Beginner,Produce,36,tutorial
12662,en,Format a document,96,2017,Beginner,Produce,178,tutorial
12663,en,Insert items in a document,30,2017,Beginner,Produce,179,tutorial
12664,en,"Add headers, footers, margins, and rulers to a page",53,2017,Beginner,Produce,165,tutorial
12665,en,Ink Equation,49,2017,Beginner,Produce,43,tutorial
12666,en,Custom margin,18,2017,Beginner,Produce,119,tutorial
12667,en,Custom margin - Default margin,71,2017,Beginner,Produce,66,tutorial
12668,en,Custom margin - Headers and footers,46,2017,Beginner,Produce,89,tutorial
12669,en,Use landscape and portrait orientation,66,2017,Intermediate,Produce,208,tutorial
12670,en,Design considerations for orientation,53,2017,Intermediate,Produce,120,tutorial
12671,en,Insert and customize a footnote,51,2017,Intermediate,Produce,184,tutorial
12672,en,"Change footnote font, size, and formatting",59,2017,Beginner,Produce,168,tutorial
